0010098,628473.157,489230.067,4601.537,9.1772461736,5.9472619046,179.7733117719
0010099,628450.232,490436.87,4602.224,9.0264110698,0.5281797148,179.2992639679
0010100,628437.423,491640.928,4601.128,9.1619506521,1.1294115568,178.1386155837
0010101,628440.707,492848.78,4601.049,9.0858432767,0.8863499316,177.5536405436
0010102,628467.807,494056.054,4600.12,9.1688883197,0.2349945015,176.3964852965
0010103,628492.47,495261.498,4599.969,9.1708090507,-3.1655801049,178.6902060211
0010104,628459.758,496465.773,4600.788,9.1329971102,-0.417699946,180.7794875141
0010105,628398.344,497672.149,4598.539,8.9273270408,1.168724859,180.8429101049
0010106,628352.473,498876.293,4597.784,9.2155137755,1.1307813562,179.8309658633
0010107,628329.469,500080.783,4600.044,9.2154317536,1.2075027473,178.6514921255
0010108,628327.572,501285.464,4601.733,9.3393391537,0.5611545472,177.8731908872
0010109,628345.391,502492.482,4601.51,9.1125620553,-0.4132778796,177.0900085072
0010110,628365.072,503698.824,4600.453,9.1372447022,-0.9197674809,177.5431429098
0010111,628370.936,504906.228,4600.451,9.0418262386,-1.1897518446,178.5026332547
0010112,628366.465,505415.392,4600.213,9.0510635746,-1.21485808,178.9941524778
0010113,628141.099,511553.65,4604.134,9.2634655449,0.3949234073,179.0377609322
0010114,628135.714,512467.819,4606.001,9.120721731,0.1997191545,178.2763930937
0010115,628144.043,513341.392,4604.719,8.9963708774,0.0623874691,177.4855330651
0010116,628164.759,514546.291,4600.873,8.8757555255,-1.6422375146,177.5094375975
0010117,628171.086,515752.8,4598.444,8.9782501951,-1.4350448718,178.7385328309
0010118,628155.891,516958.243,4597.285,9.0329451028,-0.4534800858,179.4863794929
0010119,628122.051,518162.496,4596.368,9.0881049883,-0.4865677207,180.1929965109
0010120,628071.888,519367.6,4597.486,9.2189735903,-0.0545267001,180.8040493778
0010121,628022.751,520570.338,4598.405,9.2265822213,0.6363585755,180.2985602666
0010122,627995.495,521775.651,4601.557,9.2642301667,0.8538794436,178.7747664275
0010123,627998.616,522982.679,4602.708,9.1855917146,0.3819689211,177.2966128559
0010124,628017.568,524190.148,4602.105,9.0559755588,-0.4997698894,177.5718634423
0010125,628025.074,525396.345,4599.902,9.1614303381,-1.2218165871,178.8535831755
0010126,628009.565,526601.609,4599.207,9.2217523797,-1.2100884372,179.7181251384
0010127,627974.771,527802.742,4599.866,9.1116554071,-0.6139094446,180.2640427765
0010128,627930.962,529003.678,4600.207,9.1471586277,-0.5189696393,180.6667412958
0010129,627882.633,530205.092,4601.353,9.0786490151,0.9233776211,180.1974085183
0010130,627852.246,531405.865,4602.261,9.1174980149,0.1887472136,179.0926203097
0010168,628642.839,489234.891,4608.31,8.9433530625,-5.7965071639,180.6162185849
0010169,628630.639,490442.017,4606.667,8.7237749056,-0.9394381246,181.1509814662
0010170,628609.089,491646.863,4602.644,8.8049189501,-0.5027330003,181.0012751243
0010171,628589.71,492851.391,4601.182,8.8481378805,-0.6057733148,180.9361598928
0010172,628581.122,494056.719,4603.084,8.9222431046,-0.6735187368,180.2443677295
0010173,628570.478,495261.218,4603.461,8.7712988638,-2.215711257,181.4134465418
0010174,628536.083,496467.767,4602.06,8.7709141253,-1.3102470808,182.3476368079
0010175,628489.551,497672.007,4600.713,8.8302949265,0.3090792668,182.2446710113
0010176,628448.909,498876.33,4601.769,8.8867346701,-0.5654038075,181.9149678026
0010177,628412.958,500082.599,4603.2,8.8739393035,-0.4682125432,181.7137354265
0010178,628386.247,501288.193,4604.174,8.7981941037,-0.3237336226,180.9815222852
0010179,628372.592,502494.31,4603.73,8.659982002,-0.6668979261,180.6375898068
0010180,628371.637,503699.728,4601.933,8.7283112327,-0.4238831043,179.9034312577
0010181,628369.8,504905.052,4600.873,8.7627298175,-1.8651590393,180.8885222433
0020131,624587.63,532573.716,4602.728,-9.0511078903,1.1743107183,1.9376321563
0020132,624628.932,531374.686,4600.958,-9.0992857154,1.3816727716,2.5055410783
0020133,624684.392,530175.036,4599.844,-9.1655651914,-0.7967679919,2.847206014
0020134,624720.124,528976.215,4602.529,-9.3277308339,0.0927632745,1.0691533815
0020135,624724.674,527776.201,4604.828,-8.8902819226,0.6303753576,0.3203301403
0020136,624716.838,526574.334,4603.356,-8.8431966634,1.2484062241,0.2534087059
0020137,624738.858,525374.748,4600.39,-8.7976738215,1.0600649695,1.5675567325
0020138,624766.608,524173.621,4600.762,-8.9356356402,0.3732459921,1.5569077257
0020139,624792.31,522974.655,4600.769,-8.8732445991,0.4864979149,1.7094434261
0020140,624814.972,521771.646,4600.651,-8.9704498697,0.7317452505,1.5968783524
0020141,624836.776,520569.136,4600.981,-9.0075410214,0.7820275559,1.5111607089
0020142,624858.337,519365.213,4603.042,-8.9180506098,0.9234460882,1.5900578131
0020143,624879.327,518162.138,4603.31,-8.6730397684,0.2063997257,1.3807619293
0020144,624891.998,516960.295,4600.095,-8.7925988243,0.4866424176,0.9554326749
0020145,624897.632,515755.777,4599.53,-8.961600915,1.5300283566,0.7459391704
0020146,624904.884,514752.392,4600.735,-9.0291641485,1.265598911,1.2985621299
0020147,624917.616,513749.05,4600.642,-8.980185488,0.5672788723,1.3286444333
0020148,625061.209,505311.797,4599.306,-9.0017975638,1.0824640401,1.6448787488
0020149,625074.28,504510.799,4598.673,-9.0827413903,0.5722033051,1.7907007215
0020150,625088.262,503699.248,4598.979,-9.2816567084,0.8841558409,2.0020631176
0020151,625113.158,502493.831,4601.82,-9.0768062099,0.4639693148,1.933981424
0020152,625138.286,501285.901,4602.061,-8.8653763689,0.2642428943,2.0494651363
0020153,625156.657,500080.507,4600.445,-8.9841439592,0.0911463065,1.6033362007
0020154,625164.472,498873.282,4597.426,-9.29491119,1.370464754,1.2764584084
0020155,625181.813,497668,4599.321,-9.1048305697,0.1326966864,1.7452328622
